,tweetid,user_screen_name,user_reported_location,user_profile_description,follower_count,following_count,follower-to-following_ratio,account_creation_date,year_of_account_creation,month_of_account_creation,tweet_time,tweet_year,tweet_month,tweet_day,content,links,upper,average_num_of_words,bot_or_not
160,1107279541741998081,BarackObama,Washington DC,"Dad, husband, President, citizen",105520767,614870,171.61475921739554,2007-03-05 22:08:25+00:00,2007,3,2019-03-17 13:56:29,2019,3,17,"In 2011, I visited the tiny town of Moneygall and got to walk around in the house where my great-great-great grandf… https://t.co/Po21svTQs8",1,1,5.409090909090909,0
161,912371978337734658,SpeakerPelosi,Washington DC,"Speaker of the House, focused on strengthening America's middle class and creating jobs",2415539,362,6672.759668508287,2008-08-07 15:35:02+00:00,2008,8,2017-09-25 17:43:25,2017,9,25,#Trumpcare would be a disaster for millions of women and families who would lose access to Medicaid. RT if you want to #ProtectOurCare!,0,1,4.913043478260869,0
162,1087734850986131458,karaswisher,San Francisco,Sparkly vampire,1294151,1694,763.9616292798111,2007-05-04 10:32:22+00:00,2007,5,2019-01-22 15:32:52,2019,1,22,@rstoddard @Mac_Prichard @AOC I love the phrase boy howdy,0,2,5.4444444444444455,0
163,656840407737901056,KarlRove,Washington DC,Former Deputy Chief of Staff to President George W Bush,668974,138208,4.840342093077101,2009-01-09 04:12:46+00:00,2009,1,2015-10-21 14:32:11,2015,10,21,Donald Trump’s baseless claim that the Bush White House tried to ‘silence’ his Iraq War opposition in 2003 https://t.co/B9SslHOLwP,1,0,5.894736842105262,0
164,1070879341163278336,ariannahuff,New York City,Mother. Sister. HuffPost Founder,2967111,2718,1091.6523178807947,2009-02-26 06:25:41+00:00,2009,2,2018-12-07 03:15:05,2018,12,7,"Going through a breakup is never easy, but there are things you can to make it easier to get back on your feet. https://t.co/896Tgou76v",1,0,4.666666666666667,0
165,1099859981535494146,prchovanec,New York City,"Managing Director, Chief Strategist at Silvercrest Asset Management",44122,1985,22.227707808564233,2009-08-11 07:50:45+00:00,2009,8,2019-02-25 02:33:48,2019,2,25,"Feb 20, 1919 - New York Times: Winston Churchill says Allies will maintain a military force to keep a close eye on… https://t.co/GRInBvMq1K",1,0,5.086956521739131,0
166,1113418402721300480,nytimes,New York City,Where the conversation begins.,43173753,887,48673.90417136415,2007-03-02 20:41:42+00:00,2007,3,2019-04-03 12:30:08,2019,4,3,Here's today's late-night roundup https://t.co/RA6Z9LwxDB,1,0,10.6,0
167,771034298996645889,HillaryClinton,New York City,"2016 Democratic Nominee, SecState, Senator, hair icon",24344679,789,30855.106463878332,2013-04-09 18:04:35+00:00,2013,4,2016-08-31 17:17:56,2016,8,31,"Our veterans deserve our thanks. You deserve a country that honors your service, not just with words but with deeds. https://t.co/Hi5VK3rrlJ",1,0,5.7142857142857135,0
168,1103446552524345346,realDonaldTrump,Washington DC,45th President of the United States of America,59545891,45,1323242.0222222223,2009-03-18 13:46:38+00:00,2009,3,2019-03-07 00:05:33,2019,3,7,"Democrats just blocked @FoxNews from holding a debate. Good, then I think I’ll do the same thing with the Fake News… https://t.co/4Mz4bD2bu0",1,1,5.409090909090909,0
169,1092533054550278144,karaswisher,San Francisco,Sparkly vampire,1294151,1694,763.9616292798111,2007-05-04 10:32:22+00:00,2007,5,2019-02-04 21:19:13,2019,2,4,"Hey all you thugs and those taking money from thugs, what he said. https://t.co/jLeRSZTpp1",1,0,5.5,0
170,1090010983630848002,jaketapper,Washington DC,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,2024701,7296,277.508360745614,2008-04-25 17:23:28+00:00,2008,4,2019-01-28 22:17:24,2019,1,28,@EastLondonEagle Absolutely — my only point being that all of us in the conversation are descendants of people not… https://t.co/qGvldQnq71,1,0,6.0,0
171,1007618302087258114,BonnieGlaser,Washington DC,"Senior Adviser for Asia, Director, China Power Project, CSIS",28314,587,48.2350936967632,2014-10-07 19:55:59+00:00,2014,10,2018-06-15 13:38:18,2018,6,15,Now we wait until July 6 to see whether the tariffs are actually imposed. Is it bluff or real? https://t.co/Y6HM391wMR,1,0,4.95,0
172,1091303407468593155,BillKristol,Washington DC,"Director, Host",460588,3917,117.5869287720194,2014-10-02 18:47:57+00:00,2014,10,2019-02-01 11:53:02,2019,2,1,"The liberation of the GOP from Trump and Trumpism proceeds, albeit too slowly and too hesitantly:
Thursday's vote ""… https://t.co/xU6ZfDIbzH",1,1,6.05,0
173,1009522839140093952,marcorubio,USA,"Follower of Christ, Husband, Father, US Senator for Florida",3855142,2406,1602.3034081463004,2008-08-06 03:07:06+00:00,2008,8,2018-06-20 19:46:15,2018,6,20,Bill was just filed led by @SenThomTillis &amp; many others like @SenatorFischer The executive order today does NOT tak… https://t.co/ZvcnUEQ64Y,1,1,6.25,0
174,1026931102626271233,AOC,"Bronx and Queens, NYC",Congresswoman for NY-14 (Bronx and Queens),3846203,1457,2639.8098833218937,2010-04-28 22:38:40+00:00,2010,4,2018-08-07 20:40:28,2018,8,7,"🚨 If you live in the following states, you need to VOTE TODAY:
- Michigan
- Missouri
- Kansas
- Washington
- Ohio… https://t.co/SQK4NOROwr",1,2,4.791666666666667,0
175,1037335130468233216,HillaryClinton,New York City,"2016 Democratic Nominee, SecState, Senator, hair icon",24344679,789,30855.106463878332,2013-04-09 18:04:35+00:00,2013,4,2018-09-05 13:42:22,2018,9,5,"A few weeks before Kavanaugh's name appeared on President Trump's short list for a new justice, Kavanaugh praised t… https://t.co/ORtQysJSa3",1,1,6.05,0
176,1112141219616874496,ChannelNewsAsia,Singapore,The official space of CNA - the source of breaking news from Asia and the world,910420,208,4377.019230769231,2009-05-07 09:14:43+00:00,2009,5,2019-03-30 23:55:03,2019,3,30,"Supporters, opponents of Venezuela's government rally amid blackouts https://t.co/a7gudJDuiN https://t.co/V9xkIQQ452",2,0,10.7,0
177,1004720933922394112,ariannahuff,New York City,Mother. Sister. HuffPost Founder,2967111,2718,1091.6523178807947,2009-02-26 06:25:41+00:00,2009,2,2018-06-07 13:45:12,2018,6,7,"What a symbol of failure — we’ve failed to shield children and give them a safe place to go to school, so these kid… https://t.co/B2v9s9HN2D",1,0,4.64,0
178,1113474063735959552,Reuters,Around the world,"Top and breaking news, pictures, and videos from Reuters",20346016,1083,18786.718374884586,2007-03-20 17:46:05+00:00,2007,3,2019-04-03 16:11:18,2019,4,3,Brazil's president calls Nazis leftists after Israel Holocaust museum visit https://t.co/BeVRdZ0vFT https://t.co/yIOy8fLcYm,2,0,9.333333333333334,0
179,1110640086197194754,CNN,Global,It’s our job to go there & tell the most difficult stories,41665561,1109,37570.38863841299,2007-02-09 00:35:02+00:00,2007,2,2019-03-26 20:30:05,2019,3,26,Why New Zealand isn't a perfect model for US gun reform | By Sam Bookman for @CNNOpinion https://t.co/0IyuJJqpYV https://t.co/CUoxJ4jDeU,2,1,6.2105263157894735,0
180,609835955437076480,BarackObama,Washington DC,"Dad, husband, President, citizen",105520767,614870,171.61475921739554,2007-03-05 22:08:25+00:00,2007,3,2015-06-13 21:33:16,2015,6,13,"""Trade that’s fair and free and smart will grow opportunity for our middle class."" —President Obama http://t.co/pJI3V2Nn7J #LeadOnTrade",0,0,6.5555555555555545,0
181,960398390738726912,glennbeck,"Dallas, Rockies, NYC",question with boldness - to find the truth - not to prove your point,1211732,362,3347.325966850828,2008-11-18 00:43:47+00:00,2008,11,2018-02-05 06:23:14,2018,2,5,This is a great father son moment.  So happy for stu! https://t.co/RzioflJeqA,1,0,5.416666666666668,0
182,1006498456981200901,glennbeck,"Dallas, Rockies, NYC",question with boldness - to find the truth - not to prove your point,1211732,362,3347.325966850828,2008-11-18 00:43:47+00:00,2008,11,2018-06-12 11:28:26,2018,6,12,I’m am wonder what this man has to say before Twitter &amp; the left is outraged? They are so outraged over refusals to… https://t.co/kSfZGTlKIs,1,0,5.041666666666667,0
183,1100375448775811072,jaketapper,Washington DC,CNN Anchor of TheLeadCNN and CNNSOTU and Chief Washington Correspondent,2024701,7296,277.508360745614,2008-04-25 17:23:28+00:00,2008,4,2019-02-26 12:42:05,2019,2,26,Michael Cohen faces Capitol Hill gauntlet starting Tuesday - CNNPolitics https://t.co/VKcO6UT454,1,0,7.8181818181818175,0
184,1102599583291469825,BillOReilly,Washington DC,Former host on Fox News,3008678,55,54703.236363636366,2009-03-12 15:44:18+00:00,2009,3,2019-03-04 16:00:00,2019,3,4,The Republican opposition to the emergency declaration centers around giving the President too much power to dodge… https://t.co/SshsVbIZVT,1,0,6.777777777777778,0
185,1034564874481950721,marcorubio,USA,"Follower of Christ, Husband, Father, US Senator for Florida",3855142,2406,1602.3034081463004,2008-08-06 03:07:06+00:00,2008,8,2018-08-28 22:14:22,2018,8,28,I can’t imagine a more important item for us to be concerned about as a nation than a foreign country interfering i… https://t.co/d0qiPJ7gRG,1,1,5.130434782608695,0
